Name,x_UTM,y_UTM,x_LL,y_LL,z,z_DEM
280223T2T3a-0038,316479.284,4510542.555,-71.5362270653,-49.5299138195,266.549,257.022218221
280223T2T3a-0039,316478.625,4510541.825,-71.5362365028,-49.5299201797,266.659,257.110951761
280223T2T3a-0040,316477.964,4510541.024,-71.5362460009,-49.5299271773,266.738,257.215025868
280223T2T3a-0041,316477.340,4510540.211,-71.5362549938,-49.529934294,266.784,257.326773309
280223T2T3a-0042,316476.696,4510539.379,-71.5362642717,-49.5299415753,266.948,257.452680551
280223T2T3a-0043,316476.054,4510538.558,-71.5362735168,-49.5299487584,267.025,257.587254209
280223T2T3a-0044,316475.484,4510537.772,-71.5362817516,-49.5299556487,267.151,257.71612351
280223T2T3a-0045,316474.873,4510537.047,-71.5362905241,-49.5299619786,267.239,257.852115798
280223T2T3a-0046,316474.286,4510536.291,-71.5362989797,-49.5299685942,267.332,257.988068435
280223T2T3a-0047,316473.649,4510535.567,-71.5363081107,-49.5299749071,267.444,258.128349848
280223T2T3a-0048,316473.293,4510534.940,-71.5363133172,-49.5299804335,267.623,258.22065054
280223T2T3a-0049,316472.645,4510534.132,-71.5363226391,-49.529987498,267.726,258.360958154
280223T2T3a-0050,316471.915,4510533.232,-71.5363331359,-49.5299953643,267.811,258.507991578
280223T2T3a-0051,316471.200,4510532.328,-71.5363434275,-49.5300032711,267.844,258.645562639
280223T2T3a-0052,316470.593,4510531.452,-71.536352215,-49.530010959,268.064,258.76734866
280223T2T3a-0053,316469.911,4510530.538,-71.5363620557,-49.5300189657,268.105,258.896100305
280223T2T3a-0054,316469.266,4510529.551,-71.5363714195,-49.5300276395,268.177,259.029629093
280223T2T3a-0055,316468.596,4510528.728,-71.5363810521,-49.530034832,268.293,259.154627978
280223T2T3a-0056,316467.907,4510527.885,-71.5363909564,-49.5300421986,268.437,259.289579007
280223T2T3a-0057,316467.353,4510527.098,-71.5363989708,-49.5300491028,268.567,259.416603243
280223T2T3a-0058,316466.721,4510526.157,-71.5364081338,-49.5300573672,268.671,259.576755035
280223T2T3a-0059,316466.127,4510525.414,-71.53641668,-49.5300638639,268.784,259.720226266
280223T2T3a-0060,316465.563,4510524.493,-71.5364248948,-49.5300719691,268.993,259.892629811
280223T2T3a-0061,316465.031,4510523.494,-71.5364327042,-49.530080785,269.158,260.081961264
280223T2T3a-0062,316464.494,4510522.619,-71.5364405249,-49.5300884851,269.206,260.261696277
280223T2T3a-0063,316463.947,4510521.766,-71.5364484735,-49.5300959845,269.302,260.444393243
280223T2T3a-0064,316463.354,4510520.924,-71.5364570519,-49.5301033711,269.426,260.637510657
280223T2T3a-0065,316462.860,4510520.161,-71.5364642269,-49.5301100778,269.645,260.813354517
280223T2T3a-0066,316462.246,4510519.523,-71.5364730004,-49.5301156249,269.701,260.989874063
280223T2T3a-0067,316461.802,4510518.954,-71.5364793948,-49.5301206035,269.829,261.138599122
280223T2T3a-0068,316461.303,4510518.165,-71.5364866509,-49.5301275423,270.006,261.334566979
280223T2T3a-0069,316460.763,4510517.349,-71.5364944856,-49.5301347113,270.125,261.546283481
280223T2T3a-0070,316460.263,4510516.544,-71.536501763,-49.5301417936,270.261,261.755770759
280223T2T3a-0071,316459.687,4510515.920,-71.5365100054,-49.5301472264,270.549,261.949524373
280223T2T3a-0072,316459.042,4510515.080,-71.5365193008,-49.5301545793,270.637,262.195411479
280223T2T3a-0073,316458.521,4510514.279,-71.5365268662,-49.5301616193,270.817,262.419246805
280223T2T3a-0074,316457.956,4510513.534,-71.536535013,-49.5301681427,270.997,262.641448659
280223T2T3a-0075,316457.464,4510512.759,-71.536542166,-49.5301749578,271.125,262.859580891
280223T2T3a-0076,316456.864,4510511.970,-71.5365508165,-49.530181866,271.275,263.095650297
280223T2T3a-0077,316456.314,4510511.195,-71.5365587702,-49.5301886636,271.557,263.320529798
280223T2T3a-0078,316455.733,4510510.492,-71.5365671184,-49.5301948048,271.696,263.535318821
280223T2T3a-0079,316455.193,4510509.625,-71.5365749768,-49.5302024321,271.833,263.778653405
280223T2T3a-0080,316454.701,4510508.965,-71.5365820763,-49.5302082138,272.027,263.975217372
280223T2T3a-0081,316454.139,4510508.275,-71.5365901561,-49.5302142439,272.226,264.18737904
280223T2T3a-0082,316453.594,4510507.551,-71.536598017,-49.5302205847,272.361,264.404730897
280223T2T3a-0083,316453.181,4510506.950,-71.5366039984,-49.5302258602,272.576,264.580821109
280223T2T3a-0084,316452.688,4510506.302,-71.5366111061,-49.5302315338,272.753,264.779082535
280223T2T3a-0085,316452.311,4510505.599,-71.5366166379,-49.5302377368,272.909,264.977320036
280223T2T3a-0086,316451.935,4510505.099,-71.5366220615,-49.5302421159,273.057,265.132809684
280223T2T3a-0087,316451.464,4510504.663,-71.5366287668,-49.5302458911,273.327,265.286385195
280223T2T3a-0088,316451.003,4510504.092,-71.5366353969,-49.5302508825,273.464,265.468954526
280223T2T3a-0089,316450.597,4510503.608,-71.5366412272,-49.5302551087,273.713,265.625654473
280223T2T3a-0090,316450.135,4510502.855,-71.5366479558,-49.5302617353,273.907,265.848645757
280223T2T3a-0091,316449.631,4510502.313,-71.5366551661,-49.530266453,274.094,266.028824675
280223T2T3a-0092,316449.275,4510501.891,-71.5366602772,-49.5302701373,274.327,266.163932679
280223T2T3a-0093,316448.886,4510501.452,-71.5366658519,-49.5302739643,274.464,266.30567817
280223T2T3a-0094,316448.560,4510501.030,-71.5366705489,-49.5302776576,274.619,266.434998116
280223T2T3a-0095,316448.429,4510500.598,-71.5366725585,-49.5302814999,274.754,266.542679161
280223T2T3a-0096,316448.237,4510500.137,-71.5366754237,-49.5302855843,274.942,266.662173776
280223T2T3a-0097,316447.820,4510499.648,-71.5366814082,-49.5302898521,275.071,266.810431617
280223T2T3a-0098,316447.363,4510499.191,-71.53668793,-49.5302938203,275.261,266.9534626
280223T2T3a-0099,316446.990,4510498.611,-71.5366933494,-49.5302989192,275.509,267.109467716
280223T2T3a-0100,316446.702,4510498.035,-71.5366975934,-49.5303040079,275.714,267.25254978
280223T2T3a-0101,316446.289,4510497.490,-71.5367035488,-49.5303087802,275.931,267.398961167
280223T2T3a-0102,316445.844,4510496.911,-71.5367099617,-49.5303138483,276.088,267.551486978
280223T2T3a-0103,316445.538,4510496.367,-71.5367144394,-49.530318644,276.232,267.680754137
280223T2T3a-0104,316445.247,4510495.810,-71.536718716,-49.530323561,276.489,267.808159435
280223T2T3a-0105,316444.780,4510495.292,-71.5367254043,-49.5303280743,276.684,267.942969842
280223T2T3a-0106,316444.411,4510494.703,-71.5367307726,-49.5303332553,276.857,268.078234294
280223T2T3a-0107,316444.027,4510494.206,-71.5367363053,-49.530337605,277.089,268.196747249
280223T2T3a-0108,316443.618,4510493.622,-71.5367422236,-49.5303427289,277.215,268.328625647
280223T2T3a-0109,316443.313,4510493.210,-71.536746626,-49.5303463388,277.381,268.421626513
280223T2T3a-0110,316442.990,4510492.866,-71.5367512453,-49.5303493321,277.563,268.505327206
280223T2T3a-0111,316442.730,4510492.406,-71.5367550488,-49.5303533869,277.692,268.599377172
280223T2T3a-0112,316442.429,4510491.990,-71.5367593979,-49.5303570339,277.844,268.690483635
280223T2T3a-0113,316442.027,4510491.450,-71.5367651991,-49.5303617646,277.976,268.80957119
280223T2T3a-0114,316441.603,4510490.958,-71.5367712816,-49.5303660573,278.185,268.92414061
280223T2T3a-0115,316441.286,4510490.453,-71.536775893,-49.5303704992,278.294,269.029381529
280223T2T3a-0116,316440.933,4510490.007,-71.536780974,-49.5303744,278.512,269.130326057
280223T2T3a-0117,316440.503,4510489.464,-71.5367871631,-49.5303791491,278.658,269.253941149
280223T2T3a-0118,316440.180,4510488.851,-71.5367919076,-49.5303845597,278.789,269.376853741
280223T2T3a-0119,316439.830,4510488.394,-71.5367969522,-49.5303885603,278.847,269.481785744
280223T2T3a-0120,316439.617,4510488.074,-71.5368000417,-49.5303913713,278.975,269.55240284
280223T2T3a-0121,316439.377,4510487.973,-71.5368034021,-49.5303922062,279.042,269.594686745
280223T2T3a-0122,316439.272,4510487.607,-71.536805022,-49.5303954632,279.066,269.660661584
280223T2T3a-0123,316439.229,4510487.597,-71.5368056203,-49.5303955401,279.119,269.667146323
280223T2T3a-0124,316439.213,4510487.276,-71.5368059906,-49.5303984197,279.114,269.716576917
280223T2T3a-0125,316438.891,4510486.948,-71.5368105886,-49.5304012696,279.155,269.803821422
280223T2T3a-0126,316438.457,4510486.491,-71.536816793,-49.5304052447,279.322,269.925568
280223T2T3a-0127,316438.153,4510485.862,-71.5368212826,-49.5304108048,279.358,270.06069585
280223T2T3a-0128,316437.751,4510485.247,-71.5368271186,-49.5304162094,279.479,270.208974422
280223T2T3a-0129,316437.394,4510484.639,-71.5368323302,-49.5304215648,279.657,270.353833065
280223T2T3a-0130,316436.988,4510484.069,-71.5368382006,-49.5304265638,279.720,270.501779362
280223T2T3a-0131,316436.575,4510483.520,-71.5368441578,-49.530431372,279.910,270.649871838
280223T2T3a-0132,316436.267,4510482.889,-71.5368487036,-49.5304369489,279.957,270.801435225
280223T2T3a-0133,316435.975,4510482.405,-71.5368529601,-49.5304412096,280.096,270.926925255
280223T2T3a-0134,316435.610,4510481.799,-71.5368582811,-49.5304465446,280.278,271.086296042
280223T2T3a-0135,316435.340,4510481.277,-71.5368622516,-49.5304511535,280.482,271.22076321
280223T2T3a-0136,316435.154,4510480.815,-71.5368650344,-49.5304552486,280.531,271.33529024
280223T2T3a-0137,316434.872,4510480.406,-71.536869118,-49.5304588385,280.617,271.453372102
280223T2T3a-0138,316434.772,4510479.809,-71.5368707763,-49.5304641728,280.869,271.588482915
280223T2T3a-0139,316434.643,4510479.415,-71.5368727406,-49.5304676742,280.987,271.687169905
280223T2T3a-0140,316434.473,4510478.911,-71.5368753221,-49.5304721516,281.093,271.815465473
280223T2T3a-0141,316434.157,4510478.408,-71.5368799188,-49.5304765759,281.236,271.962832927
280223T2T3a-0142,316433.640,4510477.893,-71.536887296,-49.5304810471,281.282,272.136240973
280223T2T3a-0143,316432.950,4510477.298,-71.5368970988,-49.5304861847,281.246,272.342585645
280223T2T3a-0144,316432.434,4510476.851,-71.5369044306,-49.5304900452,281.367,272.493908033
280223T2T3a-0145,316432.089,4510476.322,-71.5369094398,-49.5304946942,281.471,272.64376132
280223T2T3a-0146,316431.763,4510475.651,-71.5369142527,-49.5305006251,281.636,272.820863776
280223T2T3a-0147,316431.419,4510475.003,-71.5369193034,-49.5305063438,281.722,272.991751857
280223T2T3a-0148,316431.097,4510474.348,-71.5369240536,-49.5305121321,281.867,273.158546244
280223T2T3a-0149,316430.769,4510473.710,-71.5369288788,-49.5305177658,282.119,273.317882967
280223T2T3a-0150,316430.296,4510472.933,-71.5369357705,-49.5305246046,282.125,273.510280072
280223T2T3a-0151,316429.915,4510471.996,-71.5369414665,-49.530532909,282.282,273.716455442
280223T2T3a-0152,316429.418,4510471.405,-71.536948603,-49.5305380692,282.445,273.855058349
280223T2T3a-0153,316428.967,4510470.834,-71.5369550951,-49.5305430636,282.596,273.97895808
280223T2T3a-0154,316428.599,4510470.172,-71.5369604837,-49.5305489008,282.684,274.104532122
280223T2T3a-0155,316428.282,4510469.579,-71.536965136,-49.5305541335,282.800,274.207913835
280223T2T3a-0156,316427.897,4510469.032,-71.5369707058,-49.5305589322,282.906,274.299970347
280223T2T3a-0157,316427.424,4510468.451,-71.5369775063,-49.5305640098,283.003,274.392777836
280223T2T3a-0158,316427.052,4510467.884,-71.5369829059,-49.5305689921,283.151,274.473384819
280223T2T3a-0159,316426.619,4510467.321,-71.5369891458,-49.5305739201,283.253,274.549889344
280223T2T3a-0160,316426.141,4510466.693,-71.5369960372,-49.5305794185,283.344,274.629463817
280223T2T3a-0161,316425.774,4510466.035,-71.5370014101,-49.5305852201,283.496,274.704309629
280223T2T3a-0162,316425.288,4510465.390,-71.5370084199,-49.5305908688,283.615,274.776164274
280223T2T3a-0163,316424.825,4510464.770,-71.5370151005,-49.5305962998,283.774,274.842003378
280223T2T3a-0164,316424.585,4510463.952,-71.5370187945,-49.5306035777,283.875,274.919376794
280223T2T3a-0165,316424.144,4510463.257,-71.5370252063,-49.5306096893,283.969,274.991764774
280223T2T3a-0166,316423.594,4510462.624,-71.537033094,-49.5306152109,284.135,275.06574902
280223T2T3a-0167,316423.136,4510461.898,-71.5370397549,-49.5306215959,284.230,275.150403498
280223T2T3a-0168,316422.727,4510461.160,-71.5370457449,-49.5306281037,284.263,275.239603741
280223T2T3a-0169,316422.250,4510460.452,-71.5370526598,-49.5306343213,284.420,275.334858437
280223T2T3a-0170,316421.646,4510459.739,-71.5370613302,-49.5306405453,284.506,275.443752852
280223T2T3a-0171,316421.117,4510458.992,-71.5370689811,-49.5306470976,284.511,275.555361266
280223T2T3a-0172,316420.569,4510458.243,-71.5370768953,-49.5306536621,284.591,275.668958361
280223T2T3a-0173,316420.004,4510457.488,-71.5370850469,-49.5306602753,284.640,275.780724821
280223T2T3a-0174,316419.404,4510456.746,-71.5370936757,-49.5306667612,284.786,275.884946769
280223T2T3a-0175,316418.770,4510455.967,-71.5371027911,-49.5306735692,284.770,275.981983585
280223T2T3a-0176,316418.096,4510455.224,-71.5371124419,-49.5306800416,284.899,276.062572349
280223T2T3a-0177,316417.568,4510454.605,-71.5371200195,-49.530685444,284.887,276.116614779
280223T2T3a-0178,316416.825,4510453.835,-71.5371306355,-49.5306921381,284.883,276.170050025
280223T2T3a-0179,316416.221,4510453.013,-71.5371393568,-49.5306993416,285.018,276.212994191
280223T2T3a-0180,316415.634,4510452.101,-71.5371478852,-49.530707359,285.006,276.249989897
280223T2T3a-0181,316415.082,4510451.165,-71.5371559416,-49.5307156026,285.011,276.279508955
280223T2T3a-0182,316414.526,4510450.272,-71.5371640332,-49.5307234587,285.072,276.300073088
280223T2T3a-0183,316413.749,4510449.421,-71.5371751564,-49.5307308703,285.089,276.30816096
280223T2T3a-0184,316412.996,4510448.654,-71.5371859091,-49.5307375345,285.101,276.312706337
280223T2T3a-0185,316412.384,4510447.749,-71.5371947794,-49.5307454814,285.191,276.325224213
280223T2T3a-0186,316411.717,4510446.960,-71.5372043551,-49.5307523693,285.197,276.335129139
280223T2T3a-0187,316411.081,4510446.027,-71.5372135698,-49.5307605605,285.168,276.351281103
280223T2T3a-0188,316410.420,4510445.212,-71.5372230747,-49.5307676838,285.265,276.368145819
280223T2T3a-0189,316409.777,4510444.472,-71.5372322963,-49.5307741387,285.219,276.388017802
280223T2T3a-0190,316409.141,4510443.745,-71.5372414151,-49.5307804788,285.227,276.410413244
280223T2T3a-0191,316408.514,4510442.999,-71.5372504186,-49.5307869924,285.203,276.430475802
280223T2T3a-0192,316407.979,4510442.414,-71.5372580769,-49.5307920871,285.289,276.445807581
280223T2T3a-0193,316407.390,4510441.832,-71.5372664794,-49.5307971385,285.251,276.461952882
280223T2T3a-0194,316406.767,4510441.185,-71.5372753816,-49.5308027637,285.280,276.476208428
280223T2T3a-0195,316406.255,4510440.474,-71.5372827811,-49.5308089976,285.217,276.480038463
280223T2T3a-0196,316405.791,4510439.902,-71.5372894532,-49.530813997,285.301,276.482999377
280223T2T3a-0197,316405.209,4510439.473,-71.5372976878,-49.5308176757,285.261,276.494568939
280223T2T3a-0198,316404.682,4510438.837,-71.5373052595,-49.5308232311,285.345,276.492910294
280223T2T3a-0199,316404.105,4510438.316,-71.537313468,-49.530827738,285.347,276.494851884
280223T2T3a-0200,316403.627,4510437.826,-71.5373202952,-49.5308319963,285.375,276.491454226
280223T2T3a-0201,316402.974,4510437.389,-71.5373295138,-49.5308357254,285.336,276.492733915
280223T2T3a-0202,316402.389,4510437.002,-71.5373377703,-49.5308390257,285.427,276.490674746
280223T2T3a-0203,316401.744,4510436.325,-71.5373469902,-49.5308449138,285.392,276.479768116
280223T2T3a-0204,316401.131,4510435.587,-71.5373557966,-49.5308513597,285.396,276.470559994
280223T2T3a-0205,316400.519,4510435.014,-71.5373645125,-49.5308563233,285.493,276.472380444
280223T2T3a-0206,316399.769,4510434.419,-71.5373751438,-49.5308614427,285.452,276.484317994
280223T2T3a-0207,316399.003,4510433.884,-71.5373859681,-49.5308660182,285.446,276.504237366
280223T2T3a-0208,316398.270,4510433.346,-71.5373963382,-49.5308706306,285.487,276.527496923
280223T2T3a-0209,316397.652,4510432.689,-71.537405176,-49.5308763471,285.441,276.54929244
280223T2T3a-0210,316397.130,4510432.069,-71.5374126712,-49.5308817603,285.525,276.569694749
280223T2T3a-0211,316396.545,4510431.374,-71.5374210711,-49.5308878283,285.530,276.592908535
280223T2T3a-0212,316395.916,4510430.847,-71.5374300002,-49.5308923733,285.574,276.613604321
280223T2T3a-0213,316395.147,4510430.403,-71.5374408236,-49.5308961301,285.547,276.62874218
280223T2T3a-0214,316394.612,4510429.632,-71.5374485686,-49.5309028962,285.508,276.636652359
280223T2T3a-0215,316394.064,4510428.967,-71.5374564437,-49.5309087059,285.586,276.635459514
280223T2T3a-0216,316393.438,4510428.343,-71.5374653766,-49.5309141235,285.552,276.624095754
280223T2T3a-0217,316392.871,4510427.701,-71.5374735033,-49.5309197207,285.580,276.609300738
280223T2T3a-0218,316392.216,4510427.108,-71.5374828222,-49.5309248509,285.591,276.585465065
280223T2T3a-0219,316391.676,4510426.670,-71.5374904812,-49.5309286232,285.581,276.562842155
280223T2T3a-0220,316391.066,4510426.241,-71.5374991025,-49.5309322933,285.622,276.535285387
280223T2T3a-0221,316390.748,4510425.762,-71.5375037157,-49.5309365013,285.630,276.527857759
280223T2T3a-0222,316390.463,4510425.550,-71.537507749,-49.5309383199,285.638,276.516382653
280223T2T3a-0223,316390.410,4510425.686,-71.5375084174,-49.5309370818,285.630,276.509498379
280223T2T3a-0224,316390.302,4510425.508,-71.5375099913,-49.5309386486,285.629,276.508008916
280223T2T3a-0225,316390.201,4510425.410,-71.5375114313,-49.5309394986,285.655,276.504856648
280223T2T3a-0226,316390.188,4510425.391,-71.5375116196,-49.5309396654,285.662,276.504641436
280223T2T3a-0227,316390.116,4510425.394,-71.5375126123,-49.5309396166,285.655,276.500387943
280223T2T3a-0228,316390.196,4510425.239,-71.5375115799,-49.5309410337,285.646,276.50942345
280223T2T3b-0001,316359.371,4510437.250,-71.5379315538,-49.530823764,285.970,277.258394029
280223T2T3b-0002,316359.272,4510437.050,-71.5379330137,-49.5308255312,285.965,277.25645775
280223T2T3b-0003,316359.332,4510437.054,-71.5379321835,-49.5308255134,285.971,277.255351957
280223T2T3b-0004,316359.412,4510437.049,-71.5379310814,-49.5308255826,285.964,277.253648417
280223T2T3b-0005,316359.422,4510437.062,-71.5379309373,-49.5308254688,285.964,277.253700743
280223T2T3b-0006,316359.452,4510437.089,-71.5379305105,-49.5308252353,285.969,277.253620941
280223T2T3b-0007,316359.483,4510437.248,-71.5379300085,-49.5308238159,285.966,277.256115663
280223T2T3b-0008,316359.823,4510437.515,-71.5379251903,-49.5308215197,285.924,277.254284871
280223T2T3b-0009,316360.421,4510438.225,-71.5379166038,-49.5308153208,285.943,277.254722838
280223T2T3b-0010,316361.091,4510438.986,-71.5379069997,-49.5308086856,285.900,277.251650589
280223T2T3b-0011,316361.810,4510439.743,-71.5378967209,-49.530802101,285.913,277.242194324
280223T2T3b-0012,316362.582,4510440.533,-71.537885695,-49.5307952361,285.856,277.223870797
280223T2T3b-0013,316363.407,4510441.349,-71.5378739254,-49.5307881535,285.882,277.190316933
280223T2T3b-0014,316364.143,4510442.130,-71.5378634007,-49.5307813585,285.827,277.149309595
280223T2T3b-0015,316364.876,4510443.000,-71.5378528761,-49.5307737628,285.830,277.101129523
280223T2T3b-0016,316365.520,4510443.771,-71.5378436262,-49.5307670298,285.782,277.057710931
280223T2T3b-0017,316366.101,4510444.546,-71.5378352443,-49.5307602417,285.727,277.022015229
280223T2T3b-0018,316366.721,4510445.247,-71.5378263584,-49.5307541304,285.831,276.989132925
280223T2T3b-0019,316367.443,4510445.945,-71.5378160657,-49.5307480769,285.766,276.958633295
280223T2T3b-0020,316368.103,4510446.625,-71.5378066373,-49.5307421665,285.759,276.942013348
280223T2T3b-0021,316368.791,4510447.418,-71.5377967697,-49.5307352491,285.721,276.939508069
280223T2T3b-0022,316369.617,4510448.263,-71.5377849728,-49.5307279062,285.681,276.947704247
280223T2T3b-0023,316370.396,4510449.117,-71.5377738206,-49.5307204682,285.675,276.970121873
280223T2T3b-0024,316371.201,4510449.949,-71.5377623196,-49.5307132358,285.647,277.001671853
280223T2T3b-0025,316371.958,4510450.856,-71.5377514464,-49.5307053149,285.658,277.045608663
280223T2T3b-0026,316372.618,4510451.722,-71.5377419315,-49.5306977331,285.609,277.090721792
280223T2T3b-0027,316373.400,4510452.538,-71.5377307555,-49.5306906374,285.589,277.132549805
280223T2T3b-0028,316374.170,4510453.339,-71.5377197522,-49.530683673,285.593,277.169592785
280223T2T3b-0029,316374.876,4510454.131,-71.5377096366,-49.53067677,285.581,277.19865074
280223T2T3b-0030,316375.483,4510454.880,-71.5377009079,-49.5306702234,285.595,277.21681454
280223T2T3b-0031,316376.149,4510455.530,-71.5376914107,-49.5306645844,285.585,277.221663204
280223T2T3b-0032,316376.815,4510456.199,-71.5376819046,-49.5306587745,285.555,277.217598121
280223T2T3b-0033,316377.605,4510456.918,-71.5376706634,-49.530652553,285.498,277.199451297
280223T2T3b-0034,316378.272,4510457.744,-71.5376610704,-49.5306453327,285.485,277.172345258
280223T2T3b-0035,316378.992,4510458.530,-71.5376507644,-49.5306384879,285.541,277.126437228
280223T2T3b-0036,316379.727,4510459.227,-71.5376402927,-49.5306324473,285.411,277.066158978
280223T2T3b-0037,316380.501,4510460.033,-71.5376292319,-49.5306254391,285.427,276.991248865
280223T2T3b-0038,316381.239,4510460.782,-71.5376186946,-49.5306189323,285.360,276.912729549
280223T2T3b-0039,316381.913,4510461.462,-71.537609073,-49.530613026,285.346,276.837471317
280223T2T3b-0040,316382.524,4510462.198,-71.5376002951,-49.5306065975,285.292,276.766472487
280223T2T3b-0041,316383.235,4510462.999,-71.5375901064,-49.5305996151,285.282,276.68444957
280223T2T3b-0042,316383.841,4510463.746,-71.5375813924,-49.5305930862,285.273,276.614576896
280223T2T3b-0043,316384.526,4510464.542,-71.5375715649,-49.5305861409,285.207,276.538240424
280223T2T3b-0044,316385.267,4510465.317,-71.5375609741,-49.5305794013,285.179,276.460383904
280223T2T3b-0045,316385.920,4510466.000,-71.537551641,-49.5305734617,285.119,276.394541065
280223T2T3b-0046,316386.507,4510466.629,-71.5375432443,-49.5305679874,285.136,276.332924942
280223T2T3b-0047,316387.010,4510467.269,-71.5375360021,-49.5305623888,285.128,276.275318637
280223T2T3b-0048,316387.532,4510468.006,-71.5375284525,-49.5305559243,285.084,276.211670014
280223T2T3b-0049,316388.173,4510468.686,-71.5375192865,-49.530550008,285.050,276.138841759
280223T2T3b-0050,316388.840,4510469.296,-71.5375097941,-49.5305447286,285.030,276.067109603
280223T2T3b-0051,316389.443,4510469.955,-71.5375011625,-49.5305389896,284.927,276.00286304
280223T2T3b-0052,316390.001,4510470.515,-71.5374931983,-49.5305341265,284.925,275.94793695
280223T2T3b-0053,316390.448,4510471.164,-71.537486725,-49.53052843,284.931,275.904605839
280223T2T3b-0054,316391.075,4510471.961,-71.5374776979,-49.5305214582,284.795,275.850920851
280223T2T3b-0055,316391.788,4510472.749,-71.5374674876,-49.5305145932,284.753,275.796639449
280223T2T3b-0056,316392.435,4510473.423,-71.5374582416,-49.5305087327,284.722,275.750576245
280223T2T3b-0057,316393.022,4510474.050,-71.5374498458,-49.5305032763,284.644,275.709107376
280223T2T3b-0058,316393.566,4510474.683,-71.5374420409,-49.530497753,284.634,275.668618972
280223T2T3b-0059,316393.964,4510475.248,-71.5374362832,-49.5304927965,284.571,275.635417793
280223T2T3b-0060,316394.428,4510475.853,-71.5374295958,-49.5304875006,284.462,275.591191372
280223T2T3b-0061,316394.814,4510476.348,-71.5374240364,-49.5304831695,284.403,275.549039237
