Name,x_UTM,y_UTM,x_LL,y_LL,z,z_DEM
070323-P1-0039,403610.416,4428410.714,-70.3531018874,-50.2885485179,430.710,432.032530381
070323-P1-0040,403614.893,4428406.450,-70.3530401459,-50.2885875874,430.325,432.03367699
070323-P1-0041,403619.529,4428402.112,-70.3529761918,-50.2886273481,429.978,431.781431084
070323-P1-0042,403624.200,4428397.819,-70.3529117349,-50.2886667099,429.545,431.125493721
070323-P1-0043,403628.709,4428393.844,-70.3528494703,-50.288703186,429.153,430.442325312
070323-P1-0044,403633.138,4428389.504,-70.3527884213,-50.2887429308,428.701,429.874790715
070323-P1-0045,403635.851,4428387.154,-70.3527509468,-50.288764503,428.363,429.519796301
070323-P1-0046,403640.294,4428383.006,-70.3526896523,-50.2888025237,427.800,428.897875223
070323-P1-0047,403644.924,4428378.756,-70.3526257594,-50.288841492,427.223,428.34671585
070323-P1-0048,403649.399,4428374.880,-70.3525639462,-50.2888770723,426.508,427.856569699
070323-P1-0049,403654.040,4428370.553,-70.3524999183,-50.2889167347,425.816,427.126116366
070323-P1-0050,403658.942,4428366.295,-70.3524322099,-50.2889558193,425.079,426.181902663
070323-P1-0051,403663.295,4428362.010,-70.3523722128,-50.2889950569,424.497,425.48948494
070323-P1-0052,403668.067,4428357.829,-70.352306309,-50.2890334279,423.945,425.022517873
070323-P1-0053,403672.445,4428353.763,-70.352245905,-50.2890707005,423.308,424.592746951
070323-P1-0054,403677.317,4428349.541,-70.352178608,-50.2891094563,422.656,423.860062221
070323-P1-0055,403681.798,4428345.601,-70.3521167263,-50.2891456128,421.925,422.928504804
070323-P1-0056,403686.338,4428341.461,-70.3520540675,-50.2891835771,421.376,421.942916883
070323-P1-0057,403691.021,4428337.421,-70.3519893762,-50.2892206656,420.532,421.289589558
070323-P1-0058,403695.002,4428333.788,-70.3519344329,-50.2892539801,419.901,421.069661778
070323-P1-0059,403698.573,4428330.009,-70.3518852807,-50.2892885404,419.596,420.883614029
070323-P1-0060,403702.695,4428326.325,-70.3518283714,-50.2893223364,419.161,420.523907135
070323-P1-0061,403707.313,4428322.150,-70.3517646264,-50.289360628,418.521,419.870964705
070323-P1-0062,403711.724,4428318.187,-70.3517037323,-50.2893969796,417.851,419.129708153
070323-P1-0063,403716.166,4428314.303,-70.3516423829,-50.289432626,417.224,418.501344342
070323-P1-0064,403720.699,4428310.285,-70.3515797904,-50.289469492,416.666,418.034123021
070323-P1-0065,403724.556,4428306.684,-70.3515265786,-50.2895024983,416.261,417.457344413
070323-P1-0066,403728.258,4428302.970,-70.3514755708,-50.2895364954,415.629,416.822395475
070323-P1-0067,403732.453,4428298.994,-70.3514177109,-50.2895729285,415.090,416.372999989
070323-P1-0068,403736.720,4428295.169,-70.351358802,-50.2896080157,414.606,415.838411316
070323-P1-0069,403741.021,4428291.283,-70.3512994313,-50.2896436569,414.071,415.112394994
070323-P1-0070,403745.197,4428287.362,-70.3512418238,-50.2896795923,413.509,414.537719654
070323-P1-0071,403749.342,4428283.345,-70.3511846757,-50.2897163858,412.883,414.087890172
070323-P1-0072,403753.346,4428279.739,-70.3511294016,-50.2897494609,412.420,413.660845855
070323-P1-0073,403757.171,4428276.292,-70.3510765991,-50.2897810772,411.833,413.246399456
070323-P1-0074,403761.603,4428272.569,-70.351015348,-50.2898152741,411.503,412.892713464
070323-P1-0075,403765.912,4428268.710,-70.3509558578,-50.2898506736,411.057,412.672784161
070323-P1-0076,403770.411,4428264.625,-70.3508937584,-50.2898881361,410.692,412.461954949
070323-P1-0077,403774.784,4428260.578,-70.3508334177,-50.2899252364,410.393,412.059454853
070323-P1-0078,403779.275,4428256.524,-70.3507714225,-50.2899624187,410.071,411.533776948
070323-P1-0079,403783.797,4428252.307,-70.3507090338,-50.2900010717,409.816,411.143416607
070323-P1-0080,403788.221,4428248.295,-70.350647968,-50.2900378655,409.510,410.788815189
070323-P1-0081,403792.606,4428244.239,-70.3505874607,-50.2900750485,409.169,410.288587396
070323-P1-0082,403796.915,4428240.223,-70.3505280098,-50.2901118594,408.792,409.749646079
070323-P1-0083,403801.497,4428236.208,-70.3504647271,-50.2901487058,408.495,409.528114798
070323-P1-0084,403806.028,4428231.946,-70.350402223,-50.2901877647,408.208,409.532497207
070323-P1-0085,403810.476,4428228.088,-70.3503407808,-50.2902231776,407.943,409.530247508
070323-P1-0086,403814.772,4428223.992,-70.3502815323,-50.2902607056,407.742,409.428355008
070323-P1-0087,403819.215,4428220.015,-70.3502201903,-50.2902971876,407.615,409.097635122
070323-P1-0088,403823.461,4428215.876,-70.3501616542,-50.2903350939,407.461,408.625265633
070323-P1-0089,403827.943,4428211.743,-70.3500998045,-50.2903729848,407.167,408.337817922
070323-P1-0090,403832.286,4428207.586,-70.3500399115,-50.2904110688,406.996,408.211225868
070323-P1-0091,403836.509,4428203.286,-70.3499817389,-50.2904504189,406.835,408.167898523
070323-P1-0092,403841.044,4428199.395,-70.3499190834,-50.2904861425,406.676,408.239227698
070323-P1-0093,403845.068,4428195.598,-70.3498635755,-50.2905209376,406.457,408.220864327
070323-P1-0094,403849.168,4428191.446,-70.3498070912,-50.2905589368,406.441,408.15704749
070323-P1-0095,403853.565,4428187.494,-70.3497463877,-50.2905951863,406.294,408.009357702
070323-P1-0096,403858.030,4428183.537,-70.3496847311,-50.2906314917,406.161,407.598631617
070323-P1-0097,403862.343,4428179.515,-70.3496252241,-50.2906683568,406.004,407.314211999
070323-P1-0098,403866.576,4428175.536,-70.3495668289,-50.2907048222,405.945,407.405889901
070323-P1-0099,403870.634,4428171.767,-70.3495108361,-50.2907393709,405.807,407.600065404
070323-P1-0100,403874.732,4428168.094,-70.3494542575,-50.290773063,405.796,407.511918877
070323-P1-0101,403878.777,4428164.529,-70.3493983952,-50.2908057753,405.755,407.176694321
070323-P1-0102,403883.107,4428160.818,-70.3493385701,-50.2908398468,405.657,406.940461336
070323-P1-0103,403886.706,4428157.823,-70.349288822,-50.2908673615,405.744,406.991346253
070323-P1-0104,403889.072,4428155.011,-70.3492563317,-50.29089303,405.755,407.067452882
070323-P1-0105,403890.335,4428154.216,-70.3492388084,-50.2909003836,405.757,407.118690748
070323-P1-0106,403890.521,4428154.288,-70.3492361797,-50.2908997666,405.774,407.130177046
070323-P1-0107,403890.544,4428154.272,-70.349235861,-50.2908999142,405.747,407.130948818
070323-P1-0108,403890.490,4428154.253,-70.3492366237,-50.2909000762,405.751,407.127654196
070323-P1-0109,403890.432,4428154.271,-70.3492374331,-50.2908999049,405.746,407.125111201
070323-P1-0110,403890.469,4428154.263,-70.3492369159,-50.2908999829,405.754,407.126825692
070323-P1-0111,403890.504,4428154.263,-70.3492364247,-50.2908999886,405.749,407.128639964
070323-P1-0112,403891.361,4428152.496,-70.3492248465,-50.2909160155,405.751,407.11682188
070323-P1-0113,403894.305,4428149.075,-70.3491843991,-50.2909472537,405.670,407.032064837
070323-P1-0114,403898.395,4428144.980,-70.3491280396,-50.2909847385,405.591,406.903347801
070323-P1-0115,403902.787,4428140.674,-70.3490674953,-50.2910241696,405.615,406.954231611
070323-P1-0116,403907.122,4428136.356,-70.3490077538,-50.2910636994,405.607,406.904555899
070323-P1-0117,403911.352,4428132.258,-70.34894943,-50.2911012339,405.537,406.757819475
070323-P1-0118,403915.125,4428128.027,-70.3488975536,-50.2911398898,405.365,406.762301725
070323-P1-0119,403918.699,4428124.236,-70.3488483582,-50.2911745572,405.355,406.987941407
070323-P1-0120,403921.214,4428120.404,-70.3488140356,-50.2912094207,405.307,407.177476079
070323-P1-0121,403922.052,4428115.488,-70.3488035244,-50.2912537574,405.136,407.19543508
070323-P1-0122,403921.767,4428110.139,-70.348808884,-50.2913018044,404.895,407.111955848
070323-P1-0123,403920.847,4428105.274,-70.3488230326,-50.2913453963,404.659,406.904969128
070323-P1-0124,403919.171,4428099.991,-70.3488478975,-50.2913926234,404.399,406.483119831
070323-P1-0125,403917.774,4428094.452,-70.348868912,-50.2914421976,404.163,406.038964223
070323-P1-0126,403916.134,4428088.771,-70.3488933729,-50.2914930089,403.850,405.663420023
070323-P1-0127,403914.256,4428083.896,-70.3489209693,-50.2915365347,403.761,405.358519742
070323-P1-0128,403912.350,4428079.142,-70.3489489279,-50.291578968,403.546,405.018926154
070323-P1-0129,403911.076,4428075.876,-70.3489676383,-50.2916081254,403.462,404.72653438
070323-P1-0130,403909.495,4428071.886,-70.3489908415,-50.2916437424,403.269,404.377731269
070323-P1-0131,403908.048,4428066.755,-70.3490124542,-50.29168964,403.091,404.094253663
070323-P1-0132,403906.225,4428061.604,-70.3490393491,-50.2917356563,402.853,403.930940371
070323-P1-0133,403903.948,4428056.409,-70.3490726269,-50.2917819942,402.540,403.941522207
070323-P1-0134,403901.774,4428051.262,-70.349104447,-50.2918279172,402.353,404.060962508
070323-P1-0135,403899.178,4428046.768,-70.3491420238,-50.2918679004,402.124,403.979551348
070323-P1-0136,403896.366,4428041.797,-70.3491827534,-50.291912137,401.938,403.642349315
070323-P1-0137,403894.029,4428036.698,-70.3492168492,-50.2919576019,401.713,403.249859376
070323-P1-0138,403891.097,4428031.289,-70.3492593745,-50.2920057572,401.591,402.90125297
070323-P1-0139,403887.555,4428026.408,-70.3493103268,-50.2920490657,401.332,402.620536535
070323-P1-0140,403884.648,4428021.116,-70.3493524717,-50.2920961729,401.210,402.487843321
070323-P1-0141,403881.567,4428016.235,-70.3493969541,-50.2921395565,400.979,402.480884091
070323-P1-0142,403879.469,4428010.627,-70.3494278254,-50.2921896368,400.879,402.280063524
070323-P1-0143,403877.534,4428005.024,-70.3494564078,-50.2922396986,400.787,402.110355017
070323-P1-0144,403875.078,4427999.665,-70.3494922403,-50.2922874818,400.733,402.173954814
070323-P1-0145,403873.080,4427994.113,-70.3495216941,-50.2923370748,400.582,402.222707396
070323-P1-0146,403871.708,4427988.521,-70.3495423723,-50.2923871294,400.438,402.108498337
070323-P1-0147,403871.260,4427983.018,-70.3495500597,-50.2924365345,400.352,401.96905439
070323-P1-0148,403869.271,4427977.395,-70.3495794053,-50.2924867673,400.265,401.878443439
070323-P1-0149,403866.363,4427972.238,-70.3496215305,-50.2925326605,400.177,401.678297986
070323-P1-0150,403863.971,4427966.920,-70.3496564548,-50.2925800854,399.968,401.547190839
070323-P1-0151,403861.779,4427962.838,-70.3496882577,-50.2926164298,399.877,401.588001712
070323-P1-0152,403861.177,4427960.705,-70.3496972493,-50.2926355097,399.763,401.603383565
070323-P1-0153,403861.239,4427960.458,-70.349696442,-50.2926377406,399.771,401.609519869
070323-P1-0154,403861.510,4427960.087,-70.3496927329,-50.2926411205,399.787,401.626642445
070323-P1-0155,403860.589,4427959.024,-70.3497059295,-50.2926505279,399.715,401.574796778
070323-P1-0156,403859.544,4427957.719,-70.349720928,-50.292662091,399.675,401.48283381
070323-P1-0157,403859.109,4427957.328,-70.3497271326,-50.2926655357,399.672,401.439861525
070323-P1-0158,403859.156,4427956.777,-70.3497266132,-50.2926704974,399.626,401.425317779
070323-P1-0159,403858.601,4427956.070,-70.3497345824,-50.2926767637,399.611,401.355956362
070323-P1-0160,403858.667,4427955.990,-70.3497336765,-50.2926774937,399.603,401.357377803
070323-P1-0161,403858.778,4427956.218,-70.3497320606,-50.2926754618,399.589,401.375273869
070323-P1-0162,403858.601,4427956.229,-70.349734542,-50.2926753341,399.604,401.362552693
070323-P1-0163,403860.270,4427953.275,-70.3497118692,-50.2927021658,399.528,401.278009631
070323-P1-0164,403864.486,4427949.837,-70.3496535725,-50.2927337643,399.578,400.954398866
070323-P1-0165,403868.001,4427946.415,-70.3496051102,-50.2927651046,399.642,400.563023236
070323-P1-0166,403870.882,4427943.196,-70.3495654943,-50.2927945165,399.584,400.449473859
070323-P1-0167,403871.367,4427943.028,-70.3495587301,-50.292796106,399.600,400.453081475
070323-P1-0168,403871.408,4427942.855,-70.3495581987,-50.2927976682,399.578,400.454463461
070323-P1-0169,403871.432,4427942.880,-70.3495578555,-50.2927974473,399.579,400.454501307
070323-P1-0170,403870.243,4427944.103,-70.349574232,-50.2927862574,399.591,400.454058194
070323-P1-0171,403866.138,4427948.207,-70.3496308014,-50.292748689,399.621,400.748207629
070323-P1-0172,403862.148,4427952.295,-70.3496857609,-50.2927112831,399.540,401.234414938
070323-P1-0173,403858.063,4427956.732,-70.3497419648,-50.2926707239,399.637,401.339184988
070323-P1-0174,403853.927,4427960.609,-70.3497990268,-50.2926351913,399.584,401.073082965
070323-P1-0175,403849.829,4427964.401,-70.3498555771,-50.2926004291,399.629,400.954276278
070323-P1-0176,403845.848,4427968.350,-70.3499104453,-50.2925642744,399.703,400.838030191
070323-P1-0177,403842.075,4427972.331,-70.349962386,-50.2925278658,399.752,400.83707725
070323-P1-0178,403838.240,4427976.229,-70.3500152178,-50.2924921934,399.762,401.055040447
070323-P1-0179,403834.681,4427980.337,-70.3500641226,-50.2924546778,399.736,401.222160518
070323-P1-0180,403830.702,4427984.491,-70.3501189102,-50.2924166801,399.652,401.23634642
070323-P1-0181,403826.958,4427988.219,-70.3501705079,-50.2923825509,399.679,401.351146181
070323-P1-0182,403823.379,4427992.264,-70.3502197092,-50.2923455984,399.778,401.42812279
070323-P1-0183,403819.390,4427996.015,-70.3502747394,-50.2923112225,399.970,401.353002925
070323-P1-0184,403815.231,4428000.203,-70.3503320443,-50.2922728897,400.008,401.493580437
070323-P1-0185,403811.218,4428004.339,-70.3503873132,-50.2922350482,400.215,401.758259576
070323-P1-0186,403807.473,4428008.458,-70.3504388251,-50.2921974032,400.294,401.930842308
070323-P1-0187,403803.452,4428012.516,-70.350494226,-50.2921602616,400.410,402.094202426
070323-P1-0188,403799.736,4428016.477,-70.3505453709,-50.2921240419,400.542,402.310514541
070323-P1-0189,403796.536,4428020.396,-70.3505892845,-50.292088284,400.639,402.420115922
070323-P1-0190,403793.733,4428022.964,-70.3506279701,-50.2920647377,400.702,402.322388306
070323-P1-0191,403790.130,4428026.746,-70.3506775745,-50.2920301458,400.818,402.046801204
070323-P1-0192,403786.392,4428030.776,-70.3507290103,-50.291993302,400.881,401.986890616
070323-P1-0193,403782.853,4428034.945,-70.3507776178,-50.2919552409,400.993,402.205288384
070323-P1-0194,403779.608,4428038.610,-70.3508222273,-50.2919217593,401.003,402.418262196
070323-P1-0195,403778.217,4428040.045,-70.3508413842,-50.2919086302,401.085,402.481970287
070323-P1-0196,403778.149,4428040.027,-70.3508423431,-50.2919087809,401.097,402.480276877
070323-P1-0197,403776.003,4428042.362,-70.350871867,-50.2918874367,401.135,402.561675534
070323-P1-0198,403772.554,4428046.278,-70.3509192756,-50.291851665,401.295,402.75712842
070323-P1-0199,403768.770,4428050.395,-70.3509713344,-50.2918140314,401.403,403.066462165
070323-P1-0200,403765.598,4428053.914,-70.3510149563,-50.2917818743,401.457,403.306980106
070323-P1-0201,403762.761,4428057.266,-70.351053919,-50.2917512733,401.664,403.401073602
070323-P1-0202,403759.574,4428059.871,-70.3510979841,-50.2917273316,401.708,403.337109766
070323-P1-0203,403757.686,4428063.319,-70.3511236034,-50.2916960223,401.822,403.237111602
070323-P1-0204,403755.022,4428065.699,-70.3511603856,-50.2916741889,401.861,403.160325997
070323-P1-0205,403752.895,4428067.465,-70.3511897874,-50.2916579636,401.894,403.182798139
070323-P1-0206,403752.904,4428067.395,-70.351189679,-50.2916585944,401.888,403.179609436
070323-P1-0207,403753.023,4428067.371,-70.3511880149,-50.2916588296,401.845,403.180071197
070323-P1-0208,403750.343,4428069.699,-70.3512250348,-50.2916374611,401.944,403.285274774
070323-P1-0209,403746.663,4428073.171,-70.3512757979,-50.2916056436,402.071,403.454903161
070323-P1-0210,403743.694,4428075.662,-70.3513168322,-50.2915827623,402.186,403.544332775
070323-P1-0211,403740.387,4428078.741,-70.3513624604,-50.2915545392,402.304,403.7467131
070323-P1-0212,403737.099,4428082.558,-70.3514076338,-50.2915196836,402.533,404.149396991
070323-P1-0213,403733.385,4428086.158,-70.3514588412,-50.2914867097,402.804,404.514162655
070323-P1-0214,403729.696,4428089.606,-70.3515097364,-50.2914551064,403.013,404.730738883
070323-P1-0215,403726.042,4428093.328,-70.3515600706,-50.2914210452,403.191,404.915603141
070323-P1-0216,403722.711,4428096.902,-70.3516059092,-50.2913883674,403.497,405.132611672
070323-P1-0217,403719.487,4428100.654,-70.3516502007,-50.2913541067,403.773,405.355326125
070323-P1-0218,403716.287,4428103.525,-70.3516943797,-50.291327771,403.993,405.495271064
070323-P1-0219,403715.213,4428104.356,-70.3517092411,-50.2913201241,404.050,405.522135972
070323-P1-0220,403713.523,4428106.350,-70.3517324514,-50.29130192,404.170,405.602164819
070323-P1-0221,403710.159,4428109.133,-70.3517789544,-50.2912763487,404.403,405.744005281
070323-P1-0222,403708.548,4428111.147,-70.3518010508,-50.2912579777,404.492,405.899854237
070323-P1-0223,403708.217,4428111.687,-70.3518055587,-50.2912530685,404.518,405.944941996
070323-P1-0224,403707.145,4428112.508,-70.3518203945,-50.2912455119,404.576,406.024316161
070323-P1-0225,403706.440,4428113.702,-70.3518299846,-50.2912346614,404.759,406.128524802
070323-P1-0226,403705.010,4428114.275,-70.3518499079,-50.2912292761,404.733,406.204730616
070323-P1-0227,403703.056,4428116.336,-70.3518768061,-50.2912104265,404.843,406.380794149
070323-P1-0228,403701.391,4428117.807,-70.3518997987,-50.2911969288,404.962,406.478422287
070323-P1-0229,403698.689,4428120.606,-70.3519370067,-50.2911713217,405.228,406.555771939
070323-P1-0230,403695.448,4428123.674,-70.3519817106,-50.2911432079,405.355,406.557663085
070323-P1-0231,403691.968,4428126.240,-70.3520298967,-50.2911195687,405.643,406.672921396
070323-P1-0232,403688.805,4428128.859,-70.3520736202,-50.2910955047,405.939,406.961896112
070323-P1-0233,403685.617,4428132.246,-70.3521174989,-50.2910645314,406.167,407.325639456
070323-P1-0234,403684.016,4428134.373,-70.352139426,-50.2910451459,406.416,407.49596746
070323-P1-0235,403681.774,4428135.979,-70.3521704819,-50.2910303402,406.568,407.655224665
070323-P1-0236,403680.237,4428138.570,-70.3521913924,-50.2910067933,406.827,407.798041018
070323-P1-0237,403677.337,4428140.959,-70.3522314834,-50.2909848401,407.043,407.985018147
070323-P1-0238,403673.451,4428143.069,-70.3522854833,-50.2909652344,407.404,408.180291373
070323-P1-0239,403670.752,4428146.841,-70.3523224008,-50.2909308793,407.774,408.395015311
070323-P1-0240,403667.372,4428150.321,-70.35236895,-50.2908990384,408.208,408.805840328
070323-P1-0241,403663.824,4428153.601,-70.352417908,-50.2908689682,408.614,409.489124094
070323-P1-0242,403660.628,4428156.777,-70.3524619523,-50.2908398906,409.004,410.252785964
070323-P1-0243,403658.027,4428160.109,-70.3524976063,-50.2908095076,409.312,410.916556594
070323-P1-0244,403655.398,4428163.283,-70.3525336935,-50.2907805405,409.643,411.438270511
070323-P1-0245,403651.428,4428165.591,-70.3525888215,-50.2907591407,409.992,411.886401974
070323-P1-0246,403648.356,4428168.749,-70.3526311299,-50.2907302451,410.375,412.257167659
070323-P1-0247,403645.790,4428171.399,-70.3526664664,-50.2907059996,410.720,412.504744126
070323-P1-0248,403642.636,4428173.896,-70.3527100941,-50.2906830337,410.872,412.634309697
070323-P1-0249,403639.314,4428176.697,-70.352756002,-50.2906573071,411.289,412.667587538
070323-P1-0250,403636.024,4428179.454,-70.3528014719,-50.2906319813,411.663,412.726292114
070323-P1-0251,403632.606,4428182.803,-70.3528485873,-50.2906013118,412.028,413.007939677
070323-P1-0252,403629.299,4428185.937,-70.3528941995,-50.2905725935,412.491,413.472976822
070323-P1-0253,403625.840,4428189.277,-70.3529418925,-50.2905419982,412.918,413.980114424
070323-P1-0254,403622.243,4428192.469,-70.3529915598,-50.290512711,413.383,414.266359334
070323-P1-0255,403619.113,4428195.723,-70.3530346573,-50.2904829427,413.849,414.453714598
070323-P1-0256,403615.989,4428198.740,-70.3530777309,-50.2904553062,414.258,414.868408253
070323-P1-0257,403612.694,4428202.014,-70.3531231388,-50.290425331,414.663,415.595551137
070323-P1-0258,403609.188,4428205.038,-70.3531715716,-50.2903975692,415.041,416.377438507
070323-P1-0259,403605.642,4428208.397,-70.3532204803,-50.2903667887,415.495,417.082561949
070323-P1-0260,403602.540,4428211.566,-70.3532632062,-50.2903377891,416.081,417.583718464
070323-P1-0261,403599.278,4428214.433,-70.3533082546,-50.2903114786,416.645,417.982157636
070323-P1-0262,403596.449,4428217.376,-70.3533472067,-50.2902845556,417.168,418.357868322
070323-P1-0263,403592.962,4428220.462,-70.3533953568,-50.2902562393,417.500,418.790439489
070323-P1-0264,403589.465,4428224.156,-70.3534434921,-50.2902224547,417.810,419.286602493
070323-P1-0265,403586.540,4428227.113,-70.3534837878,-50.2901953901,418.072,419.706181559
070323-P1-0266,403584.052,4428230.445,-70.3535178548,-50.2901650251,418.449,420.151864966
070323-P1-0267,403580.630,4428233.422,-70.3535651203,-50.2901376994,418.821,420.544302652
070323-P1-0268,403577.427,4428236.225,-70.3536093566,-50.2901119739,419.517,420.901539149
070323-P1-0269,403574.702,4428238.001,-70.3536471465,-50.2900955604,420.023,421.182480136
070323-P1-0270,403572.131,4428241.057,-70.3536824486,-50.2900676634,420.638,421.658696596
070323-P1-0271,403568.714,4428244.405,-70.3537295491,-50.2900370027,421.387,422.314114848
070323-P1-0272,403565.648,4428247.389,-70.3537718164,-50.2900096721,421.945,422.917905221
070323-P1-0273,403562.374,4428250.473,-70.3538169772,-50.2899814084,422.373,423.4634353
070323-P1-0274,403558.615,4428254.042,-70.3538688207,-50.2899487048,422.822,423.989532014
070323-P1-0275,403554.676,4428257.442,-70.3539232334,-50.2899174912,423.248,424.588456943
070323-P1-0276,403550.981,4428260.375,-70.3539743409,-50.2898905162,423.689,425.200263583
070323-P1-0277,403547.534,4428263.567,-70.3540219018,-50.2898612532,424.144,425.720366722
070323-P1-0278,403544.533,4428266.635,-70.3540632351,-50.2898331779,424.630,426.171919505
070323-P1-0279,403541.197,4428269.414,-70.3541093436,-50.2898076462,425.174,426.716034469
070323-P1-0280,403538.162,4428272.370,-70.3541511825,-50.2897805723,425.767,427.28307466
070323-P1-0281,403537.438,4428273.053,-70.3541611688,-50.289774313,425.973,427.40787244
070323-P1-0282,403535.993,4428274.385,-70.3541811081,-50.2897621006,426.171,427.634436647
070323-P1-0283,403533.011,4428277.233,-70.3542222307,-50.2897360064,426.720,428.01791548
070323-P1-0284,403529.734,4428280.026,-70.3542675074,-50.2897103585,427.138,428.296990915
070323-P1-0285,403526.270,4428283.186,-70.3543153147,-50.2896813802,427.611,428.570207961
070323-P1-0286,403522.905,4428286.630,-70.35436166,-50.2896498647,427.930,428.965280299
070323-P1-0287,403519.151,4428289.639,-70.3544135756,-50.2896221966,428.381,429.493294758
070323-P1-0288,403515.825,4428292.671,-70.3544594787,-50.2895943917,428.651,430.013472287
070323-P1-0289,403512.066,4428295.640,-70.3545114745,-50.2895670824,428.914,430.481176639
070323-P1-0290,403508.819,4428298.163,-70.3545563988,-50.2895438668,429.210,430.800492195
070323-P1-0291,403505.345,4428301.284,-70.354604356,-50.2895152375,429.414,431.059495643
070323-P1-0292,403501.287,4428304.684,-70.3546604378,-50.2894840041,429.652,431.300721263
070323-P1-0293,403497.503,4428308.172,-70.3547126518,-50.2894520242,429.827,431.570739084
070323-P1-0294,403493.580,4428311.634,-70.354766823,-50.2894202554,429.972,431.896481238
070323-P1-0295,403489.442,4428315.172,-70.3548239921,-50.289387768,430.085,432.032649636
070323-P1-0296,403485.148,4428318.448,-70.3548834172,-50.2893576108,430.190,431.876050251
070323-P1-0297,403480.867,4428322.133,-70.3549425554,-50.2893237783,430.429,431.740805686
070323-P1-0298,403476.887,4428325.701,-70.3549974992,-50.289291047,430.577,431.902267633
070323-P1-0299,403472.494,4428329.196,-70.3550582576,-50.2892589044,430.839,432.149662604
070323-P1-0300,403468.023,4428332.928,-70.35512005,-50.2892246181,431.066,432.19794414
070323-P1-0301,403463.949,4428336.662,-70.3551762703,-50.2891903788,431.328,432.401005448
070323-P1-0302,403459.516,4428340.053,-70.3552376163,-50.2891591647,431.437,432.873533797
070323-P1-0303,403455.456,4428343.530,-70.3552937057,-50.2891272383,431.679,433.279552095
