Name,x_UTM,y_UTM,x_LL,y_LL,z,z_DEM
080323-Base1,482019.428,4448626.727,-69.251487332,-50.1143338922,51.595,46.0903094727
080323T1T2a-0001,482019.005,4448626.112,-69.2514932772,-50.1143394106,51.508,46.0370390151
080323T1T2a-0002,482018.930,4448626.131,-69.2514943253,-50.1143392374,51.491,46.0342369446
080323T1T2a-0003,482019.074,4448627.112,-69.251492265,-50.1143304189,51.444,46.0917147036
080323T1T2a-0004,482019.733,4448629.679,-69.251482927,-50.1143073518,51.644,46.3010273876
080323T1T2a-0005,482020.540,4448632.351,-69.2514715141,-50.1142833448,51.585,46.5742044981
080323T1T2a-0006,482020.976,4448635.053,-69.2514652887,-50.1142590568,51.581,46.8272217755
080323T1T2a-0007,482021.610,4448637.907,-69.2514562869,-50.1142334078,51.628,47.0566904401
080323T1T2a-0008,482022.300,4448640.700,-69.2514465047,-50.114208309,51.699,47.1817621269
080323T1T2a-0009,482022.950,4448643.599,-69.251437277,-50.1141822557,51.755,47.183460783
080323T1T2a-0010,482023.735,4448646.422,-69.2514261647,-50.11415689,51.935,47.1331948059
080323T1T2a-0011,482024.236,4448649.013,-69.2514190355,-50.1141336023,52.145,47.0795341181
080323T1T2a-0012,482024.773,4448651.782,-69.2514113944,-50.1141087147,52.194,47.0883457855
080323T1T2a-0013,482025.376,4448654.522,-69.2514028315,-50.11408409,52.158,47.1814751505
080323T1T2a-0014,482026.248,4448657.170,-69.2513905107,-50.1140603009,52.119,47.2975267902
080323T1T2a-0015,482027.061,4448660.256,-69.2513789945,-50.1140325706,52.153,47.4080715117
080323T1T2a-0016,482027.603,4448663.293,-69.2513712708,-50.1140052729,52.203,47.4712296343
080323T1T2a-0017,482028.436,4448666.345,-69.2513594765,-50.1139778491,52.310,47.4682774023
080323T1T2a-0018,482029.106,4448669.358,-69.2513499638,-50.1139507711,52.327,47.4603123292
080323T1T2a-0019,482029.829,4448672.334,-69.2513397115,-50.1139240274,52.432,47.4565911317
080323T1T2a-0020,482030.383,4448675.492,-69.2513318144,-50.1138956418,52.388,47.4629640825
080323T1T2a-0021,482031.353,4448678.621,-69.2513181004,-50.1138675296,52.342,47.4690484767
080323T1T2a-0022,482031.972,4448681.344,-69.2513093147,-50.1138430583,52.367,47.4679303277
080323T1T2a-0023,482032.571,4448684.521,-69.2513007873,-50.1138145031,52.390,47.4409649515
080323T1T2a-0024,482033.345,4448687.698,-69.2512898123,-50.1137859533,52.476,47.3722693373
080323T1T2a-0025,482034.070,4448690.351,-69.2512795474,-50.1137621147,52.508,47.2789655037
080323T1T2a-0026,482034.908,4448693.585,-69.2512676747,-50.1137330542,52.488,47.1287794886
080323T1T2a-0027,482035.622,4448696.550,-69.2512575489,-50.1137064092,52.487,47.0202469736
080323T1T2a-0028,482036.357,4448699.515,-69.2512471295,-50.1136797648,52.515,46.9877322557
080323T1T2a-0029,482037.108,4448702.348,-69.2512364924,-50.1136543082,52.693,47.0501686731
080323T1T2a-0030,482037.548,4448704.820,-69.2512302222,-50.1136320888,52.858,47.1501083901
080323T1T2a-0031,482038.236,4448706.932,-69.2512205002,-50.1136131148,52.977,47.2777091216
080323T1T2a-0032,482039.200,4448709.457,-69.2512068987,-50.1135904346,53.037,47.4549552124
080323T1T2a-0033,482039.926,4448711.971,-69.2511966263,-50.1135678462,53.050,47.624103244
080323T1T2a-0034,482040.742,4448714.397,-69.2511850994,-50.1135460519,53.084,47.7888471898
080323T1T2a-0035,482041.586,4448717.217,-69.2511731624,-50.113520715,53.168,47.9815057859
080323T1T2a-0036,482042.008,4448719.779,-69.2511671396,-50.1134976857,53.293,48.146991066
080323T1T2a-0037,482042.758,4448722.462,-69.2511565238,-50.113473578,53.408,48.3200760223
080323T1T2a-0038,482043.204,4448725.362,-69.2511501495,-50.1134475095,53.535,48.482778608
080323T1T2a-0039,482044.200,4448727.938,-69.251136098,-50.1134243716,53.585,48.6058240911
080323T1T2a-0040,482045.117,4448730.767,-69.2511231396,-50.1133989559,53.692,48.7177338167
080323T1T2a-0041,482045.501,4448733.759,-69.2511176282,-50.1133720581,53.734,48.8365205458
080323T1T2a-0042,482046.286,4448736.528,-69.2511065188,-50.1133471781,53.789,48.937716266
080323T1T2a-0043,482047.259,4448739.457,-69.2510927725,-50.1133208647,53.839,49.0539104722
080323T1T2a-0044,482047.850,4448742.376,-69.2510843694,-50.1132946297,53.973,49.2069626868
080323T1T2a-0045,482048.572,4448744.993,-69.2510741483,-50.1132711148,54.102,49.3519803129
080323T1T2a-0046,482049.321,4448747.321,-69.2510635632,-50.1132501999,54.286,49.4809816735
080323T1T2a-0047,482049.976,4448749.586,-69.2510542957,-50.1132298487,54.381,49.6039846437
080323T1T2a-0048,482050.281,4448751.386,-69.2510499453,-50.1132136691,54.561,49.6956105063
080323T1T2a-0049,482050.448,4448752.605,-69.2510475523,-50.1132027108,54.924,49.7534251534
080323T1T2a-0050,482050.884,4448754.778,-69.2510413522,-50.1131831804,54.623,49.8563221099
080323T1T2a-0051,482051.645,4448757.117,-69.2510305987,-50.113162167,54.678,49.9845007258
080323T1T2a-0052,482052.139,4448759.935,-69.2510235571,-50.1131368374,54.831,50.1422397451
080323T1T2a-0053,482052.877,4448762.417,-69.2510131186,-50.1131145371,55.132,50.3065991362
080323T1T2a-0054,482053.505,4448764.951,-69.2510042162,-50.1130917659,55.285,50.4651398344
080323T1T2a-0055,482054.176,4448767.507,-69.2509947114,-50.113068798,55.527,50.6070775637
080323T1T2a-0056,482054.682,4448770.137,-69.2509875108,-50.1130451596,55.768,50.736512277
080323T1T2a-0057,482055.290,4448772.544,-69.2509788941,-50.11302353,56.036,50.8651063194
080323T1T2a-0058,482055.987,4448775.192,-69.2509690213,-50.1129997355,56.274,51.0368525987
080323T1T2a-0059,482056.540,4448777.601,-69.2509611737,-50.1129780861,56.453,51.2255099238
080323T1T2a-0060,482057.220,4448779.835,-69.2509515582,-50.1129580146,56.795,51.4325687352
080323T1T2a-0061,482057.586,4448782.272,-69.2509463248,-50.1129361078,56.998,51.6794253213
080323T1T2a-0062,482058.246,4448784.710,-69.2509369794,-50.1129142008,57.307,51.9727410736
080323T1T2a-0063,482058.778,4448786.882,-69.2509294367,-50.1128946824,57.631,52.2549288954
080323T1T2a-0064,482059.458,4448789.126,-69.2509198207,-50.1128745209,57.907,52.5686425352
080323T1T2a-0065,482059.999,4448791.437,-69.2509121457,-50.1128537526,58.269,52.8963357103
080323T1T2a-0066,482060.690,4448793.946,-69.2509023634,-50.1128312081,58.769,53.2620642836
080323T1T2a-0067,482061.336,4448796.474,-69.2508932096,-50.1128084913,59.181,53.635757301
080323T1T2a-0068,482061.783,4448798.229,-69.2508868754,-50.1127927207,59.421,53.9049805729
080323T1T2a-0069,482062.011,4448798.928,-69.2508836537,-50.1127864409,59.556,54.016739061
080323T1T2a-0070,482062.619,4448800.663,-69.2508750687,-50.112770855,59.973,54.3069537107
080323T1T2a-0071,482063.111,4448802.932,-69.250868081,-50.112750463,60.433,54.6971100447
080323T1T2a-0072,482063.608,4448804.857,-69.2508610395,-50.112733165,60.926,55.0545840289
080323T1T2a-0073,482063.954,4448807.009,-69.2508560992,-50.1127138208,61.457,55.4826033273
080323T1T2a-0074,482064.382,4448809.010,-69.2508500192,-50.1126958371,62.020,55.9271231388
080323T1T2a-0075,482064.876,4448810.834,-69.2508430244,-50.1126794474,62.503,56.3786560333
080323T1T2a-0076,482065.530,4448812.646,-69.2508337924,-50.1126631704,62.997,56.8788664532
080323T1T2a-0077,482065.735,4448814.291,-69.250830848,-50.1126483818,63.523,57.3504520103
080323T1T2a-0078,482066.170,4448816.240,-69.2508246725,-50.112630866,64.045,57.9693107874
080323T1T2a-0079,482066.597,4448818.049,-69.2508186155,-50.1126146092,64.621,58.5754362412
080323T1T2a-0080,482067.131,4448819.362,-69.2508110854,-50.1126028165,65.115,59.0400069318
080323T1T2a-0081,482067.513,4448820.546,-69.2508056871,-50.1125921793,65.536,59.4547851007
080323T1T2a-0082,482067.823,4448821.940,-69.250801286,-50.1125796514,65.977,59.9321010402
080323T1T2a-0083,482067.984,4448822.806,-69.2507989935,-50.1125718676,66.406,60.22303406
080323T1T2a-0084,482068.325,4448823.888,-69.2507941735,-50.1125621466,66.774,60.5896719297
080323T1T2a-0085,482068.381,4448825.325,-69.2507933228,-50.1125492242,67.218,61.0350115463
080323T1T2a-0086,482068.714,4448826.610,-69.2507886051,-50.1125376773,67.677,61.4417250467
080323T1T2a-0087,482068.989,4448827.604,-69.2507847123,-50.1125287457,68.029,61.75375799
080323T1T2a-0088,482069.274,4448828.653,-69.250780677,-50.1125193199,68.380,62.0814303697
080323T1T2a-0089,482069.631,4448829.748,-69.2507756326,-50.1125094824,68.801,62.4295609855
080323T1T2a-0090,482069.646,4448830.724,-69.250775377,-50.112500705,69.261,62.7162505706
080323T1T2a-0091,482070.050,4448831.712,-69.2507696802,-50.1124918313,69.664,63.0450662814
080323T1T2a-0092,482070.203,4448833.019,-69.250767479,-50.112480081,70.136,63.4539828541
080323T1T2a-0093,482070.563,4448834.088,-69.2507623939,-50.1124704775,70.510,63.8217396866
080323T1T2a-0094,482070.787,4448835.433,-69.2507591978,-50.1124583877,71.048,64.2770471686
080323T1T2a-0095,482071.440,4448836.620,-69.2507500093,-50.1124477317,71.498,64.7481182505
080323T1T2a-0096,482071.565,4448837.798,-69.2507482057,-50.1124371408,72.065,65.1746930418
080323T1T2a-0097,482071.749,4448839.119,-69.2507455703,-50.1124252656,72.564,65.6778427706
080323T1T2a-0098,482072.068,4448840.149,-69.2507410604,-50.1124160116,73.086,66.105676841
080323T1T2a-0099,482072.613,4448841.279,-69.250733385,-50.1124058651,73.467,66.6143752451
080323T1T2a-0100,482072.719,4448842.590,-69.2507318409,-50.1123940774,73.872,67.1444925587
080323T1T2a-0101,482072.798,4448843.024,-69.2507307157,-50.1123901765,74.344,67.3278902091
080323T1T2a-0102,482073.369,4448844.425,-69.2507226639,-50.1123775935,74.622,67.9704672801
080323T1T2a-0103,482073.413,4448845.252,-69.2507220097,-50.1123701569,74.914,68.3068534253
080323T1T2a-0104,482073.724,4448846.315,-69.2507176102,-50.1123606059,75.362,68.7750435228
080323T1T2a-0105,482074.075,4448847.521,-69.2507126445,-50.11234977,75.798,69.2985047438
080323T1T2a-0106,482074.398,4448848.748,-69.2507080694,-50.1123387444,76.280,69.8121549167
080323T1T2a-0107,482074.950,4448850.005,-69.2507002902,-50.1123274558,76.882,70.3502358165
080323T1T2a-0108,482075.032,4448851.277,-69.2506990836,-50.1123160182,77.296,70.8129751786
080323T1T2a-0109,482075.227,4448852.244,-69.250696311,-50.1123073271,77.574,71.1735881689
080323T1T2a-0110,482075.432,4448853.412,-69.250693389,-50.1122968285,78.147,71.5941875778
080323T1T2a-0111,482076.058,4448854.743,-69.2506845714,-50.1122848767,78.549,72.0966976097
080323T1T2a-0112,482076.317,4448855.919,-69.2506808938,-50.1122743078,79.008,72.4964285267
080323T1T2a-0113,482076.657,4448857.240,-69.2506760766,-50.1122624373,79.619,72.9385340548
080323T1T2a-0114,482077.019,4448858.480,-69.2506709555,-50.1122512959,80.134,73.3494845627
080323T1T2a-0115,482077.359,4448859.940,-69.2506661317,-50.1122381752,80.452,73.8244910894
080323T1T2a-0116,482077.823,4448861.275,-69.2506595796,-50.1122261825,80.994,74.2741638463
080323T1T2a-0117,482077.875,4448862.682,-69.2506587863,-50.1122135298,81.451,74.7208441092
080323T1T2a-0118,482078.319,4448863.876,-69.2506525205,-50.1122028047,81.907,75.1257874071
080323T1T2a-0119,482078.708,4448865.128,-69.2506470212,-50.1121915562,82.312,75.5434030078
080323T1T2a-0120,482078.798,4448866.517,-69.2506456973,-50.1121790665,82.795,75.9782046431
080323T1T2a-0121,482079.196,4448867.580,-69.250640081,-50.1121695181,83.186,76.3414285401
080323T1T2a-0122,482079.296,4448868.865,-69.2506386221,-50.1121579641,83.726,76.7514661348
080323T1T2a-0123,482079.646,4448870.235,-69.2506336628,-50.1121456532,84.203,77.2184097037
080323T1T2a-0124,482079.901,4448871.331,-69.2506300449,-50.1121358037,84.729,77.5976115403
080323T1T2a-0125,482080.160,4448872.658,-69.2506263603,-50.1121238767,85.114,78.0637165948
080323T1T2a-0126,482080.527,4448873.674,-69.2506211798,-50.1121147501,85.483,78.4465988809
080323T1T2a-0127,482080.863,4448874.811,-69.2506164272,-50.1121045343,85.942,78.8806947834
080323T1T2a-0128,482081.296,4448875.942,-69.2506103183,-50.1120943754,86.442,79.33639494
080323T1T2a-0129,482081.561,4448877.178,-69.250606554,-50.1120832671,86.816,79.8287130984
080323T1T2a-0130,482081.706,4448878.131,-69.2506044813,-50.1120747004,87.343,80.2108688695
080323T1T2a-0131,482082.265,4448879.470,-69.2505966004,-50.1120626746,87.715,80.792168382
080323T1T2a-0132,482082.203,4448880.548,-69.2505974169,-50.1120529774,88.224,81.2152292437
080323T1T2a-0133,482082.836,4448881.856,-69.2505885025,-50.1120412326,88.647,81.8022586444
080323T1T2a-0134,482083.133,4448883.101,-69.2505842903,-50.1120300443,89.106,82.3306154658
080323T1T2a-0135,482083.523,4448884.395,-69.2505787751,-50.1120184181,89.616,82.8838484831
080323T1T2a-0136,482083.662,4448885.521,-69.2505767783,-50.1120082953,90.074,83.3389831477
080323T1T2a-0137,482083.988,4448886.870,-69.2505721556,-50.1119961725,90.621,83.889274757
080323T1T2a-0138,482084.401,4448888.340,-69.2505663105,-50.1119829641,91.046,84.4951862845
080323T1T2a-0139,482084.698,4448889.619,-69.2505620967,-50.11197147,91.608,85.0185522874
080323T1T2a-0140,482084.881,4448891.147,-69.2505594655,-50.111957733,92.215,85.6269983758
080323T1T2a-0141,482085.478,4448892.446,-69.2505510551,-50.1119460681,92.737,86.1800228922
080323T1T2a-0142,482085.774,4448893.722,-69.2505468554,-50.1119346009,93.265,86.6909365418
080323T1T2a-0143,482086.050,4448895.064,-69.2505429324,-50.1119225396,93.639,87.2164442548
080323T1T2a-0144,482086.183,4448896.319,-69.2505410134,-50.1119112564,94.206,87.6868538834
080323T1T2a-0145,482086.640,4448897.655,-69.2505345592,-50.1118992545,94.666,88.2019864847
080323T1T2a-0146,482086.976,4448898.858,-69.2505298035,-50.1118884451,95.136,88.64609122
080323T1T2a-0147,482087.429,4448899.986,-69.250523415,-50.1118783138,95.530,89.0679995203
080323T1T2a-0148,482087.594,4448901.533,-69.2505210348,-50.1118644053,96.084,89.6017243266
080323T1T2a-0149,482087.904,4448902.767,-69.2505166413,-50.1118533163,96.502,90.0387972144
080323T1T2a-0150,482088.420,4448903.336,-69.250509398,-50.1118482145,96.818,90.2743392118
080323T1T2a-0151,482088.693,4448904.741,-69.2505055139,-50.1118355864,97.169,90.7528149917
080323T1T2a-0152,482088.974,4448906.323,-69.2505015097,-50.1118213667,97.719,91.2715992931
080323T1T2a-0153,482089.567,4448908.055,-69.2504931349,-50.1118058073,98.076,91.8383077047
080323T1T2a-0154,482089.766,4448909.692,-69.2504902749,-50.1117910905,98.566,92.3037406574
080323T1T2a-0155,482090.263,4448911.626,-69.2504832333,-50.1117737115,98.917,92.8202005179
080323T1T2a-0156,482090.977,4448913.506,-69.2504731593,-50.1117568247,99.247,93.2687153698
080323T1T2a-0157,482091.130,4448915.478,-69.250470927,-50.1117390936,99.391,93.629458074
080323T1T2a-0158,482091.499,4448916.721,-69.2504657079,-50.1117279254,99.608,93.8332276524
080323T1T2a-0159,482091.644,4448916.868,-69.2504636731,-50.1117266077,99.624,93.8568818297
080323T1T2a-0160,482091.823,4448918.696,-69.2504610839,-50.1117101725,99.783,94.0997519023
080323T1T2a-0161,482092.668,4448920.977,-69.250449159,-50.1116896831,99.880,94.3308619477
080323T1T2a-0162,482093.220,4448923.566,-69.2504413174,-50.1116664148,100.059,94.5640218482
080323T1T2a-0163,482093.698,4448926.252,-69.2504345063,-50.1116422719,100.148,94.8052159212
080323T1T2a-0164,482094.205,4448928.701,-69.2504273007,-50.1116202614,100.101,95.0154579709
080323T1T2a-0165,482094.823,4448931.212,-69.2504185398,-50.1115976966,100.239,95.2303031648
080323T1T2a-0166,482095.351,4448933.732,-69.2504110371,-50.1115750482,100.274,95.4395710294
080323T1T2a-0167,482096.318,4448936.277,-69.2503973936,-50.1115521881,100.337,95.6086840368
080323T1T2a-0168,482096.832,4448938.991,-69.2503900777,-50.1115277945,100.409,95.6989437115
080323T1T2a-0169,482097.311,4448941.697,-69.2503832517,-50.1115034717,100.420,95.708169364
080323T1T2a-0170,482097.639,4448944.218,-69.2503785462,-50.1114808083,100.501,95.6755140111
080323T1T2a-0171,482098.424,4448946.881,-69.2503674426,-50.1114568815,100.565,95.6209335374
080323T1T2a-0172,482099.223,4448949.603,-69.2503561404,-50.1114324245,100.543,95.6000848274
080323T1T2a-0173,482099.978,4448952.353,-69.2503454523,-50.1114077143,100.587,95.60325075
080323T1T2a-0174,482100.491,4448954.936,-69.2503381566,-50.1113844988,100.702,95.6248586551
080323T1T2a-0175,482100.841,4448957.497,-69.2503331416,-50.1113614762,100.702,95.6554267852
080323T1T2a-0176,482101.391,4448960.145,-69.2503253253,-50.1113376772,100.798,95.6833421933
080323T1T2a-0177,482101.941,4448962.745,-69.2503175114,-50.11131431,100.877,95.7046028313
080323T1T2a-0178,482102.609,4448965.434,-69.2503080429,-50.1112901458,100.917,95.7236610226
080323T1T2a-0179,482103.259,4448968.041,-69.2502988301,-50.1112667186,100.907,95.745225432
080323T1T2a-0180,482103.774,4448970.653,-69.2502915051,-50.1112432423,101.016,95.774093849
080323T1T2a-0181,482103.837,4448973.331,-69.2502904984,-50.1112191588,101.037,95.8111021073
080323T1T2a-0182,482104.517,4448975.849,-69.2502808702,-50.1111965329,101.095,95.8389967406
080323T1T2a-0183,482105.267,4448978.381,-69.2502702624,-50.1111737833,101.139,95.8668690512
080323T1T2a-0184,482105.767,4448980.900,-69.2502631515,-50.111151143,101.209,95.9035030026
080323T1T2a-0185,482106.214,4448983.461,-69.2502567799,-50.1111281233,101.236,95.9591549651
080323T1T2a-0186,482106.823,4448986.110,-69.2502481386,-50.1111043171,101.322,96.0461883657
080323T1T2a-0187,482107.476,4448988.640,-69.2502388874,-50.1110815825,101.293,96.1608394324
080323T1T2a-0188,482107.836,4448991.392,-69.2502337237,-50.1110568424,101.322,96.2992961237
080323T1T2a-0189,482108.450,4448994.188,-69.2502250055,-50.1110317143,101.390,96.4216842263
080323T1T2a-0190,482108.919,4448996.931,-69.2502183178,-50.1110070584,101.445,96.5057351954
080323T1T2a-0191,482109.554,4448999.488,-69.2502093172,-50.1109840804,101.457,96.5254862174
080323T1T2a-0192,482110.231,4449001.261,-69.2501997659,-50.1109681548,101.488,96.4978062749
080323T1T2a-0193,482110.508,4449001.392,-69.2501958858,-50.110966985,101.492,96.4812334774
080323T1T2a-0194,482110.261,4449001.938,-69.2501993146,-50.110962067,101.513,96.4963543614
080323T1T2a-0195,482110.574,4449002.037,-69.2501949325,-50.110961186,101.512,96.4765544983
080323T1T2b-0001,481900.159,4449063.936,-69.2531347544,-50.1103981012,102.896,98.0099644158
080323T1T2b-0002,481899.709,4449062.066,-69.2531411365,-50.1104149059,102.895,97.9774398897
080323T1T2b-0003,481899.197,4449059.365,-69.253148425,-50.1104391825,102.871,97.9420450678
080323T1T2b-0004,481898.420,4449056.427,-69.253159431,-50.1104655826,102.872,97.8911484982
080323T1T2b-0005,481897.661,4449053.446,-69.2531701872,-50.1104923699,102.855,97.7990705215
080323T1T2b-0006,481897.042,4449050.702,-69.2531789742,-50.11051703,102.816,97.6995516143
080323T1T2b-0007,481896.341,4449047.873,-69.2531889121,-50.1105424521,102.838,97.6131018751
080323T1T2b-0008,481895.713,4449044.973,-69.2531978324,-50.110568515,102.796,97.5991504346
080323T1T2b-0009,481895.009,4449042.061,-69.2532078162,-50.1105946834,102.855,97.6823027746
080323T1T2b-0010,481894.125,4449039.107,-69.2532203194,-50.1106212241,102.874,97.826242396
080323T1T2b-0011,481893.324,4449036.150,-69.2532316619,-50.1106477943,102.753,97.979701493
080323T1T2b-0012,481892.561,4449033.230,-69.2532424713,-50.1106740329,102.720,98.0498398241
080323T1T2b-0013,481891.899,4449030.502,-69.253251859,-50.1106985478,102.778,98.0213160127
080323T1T2b-0014,481891.213,4449027.950,-69.2532615741,-50.110721479,102.745,97.932064574
080323T1T2b-0015,481890.275,4449025.002,-69.2532748322,-50.1107479641,102.734,97.7838262777
080323T1T2b-0016,481889.747,4449022.332,-69.2532823432,-50.1107719615,102.684,97.6712517097
080323T1T2b-0017,481889.192,4449019.472,-69.2532902408,-50.1107976668,102.711,97.5982435524
080323T1T2b-0018,481888.537,4449016.947,-69.253299521,-50.1108203561,102.735,97.5498565673
080323T1T2b-0019,481888.053,4449014.197,-69.2533064204,-50.1108450743,102.663,97.5238788086
080323T1T2b-0020,481887.344,4449011.386,-69.2533164695,-50.1108703342,102.646,97.5126468633
080323T1T2b-0021,481886.656,4449008.608,-69.2533262233,-50.110895298,102.579,97.5094493602
080323T1T2b-0022,481885.949,4449005.802,-69.2533362442,-50.110920513,102.609,97.5222748019
080323T1T2b-0023,481885.096,4449003.203,-69.2533482971,-50.1109438618,102.567,97.5362684572
080323T1T2b-0024,481884.245,4449000.218,-69.2533603404,-50.1109706823,102.583,97.5421316874
080323T1T2b-0025,481883.494,4448997.362,-69.253370979,-50.1109963457,102.510,97.5197651213
080323T1T2b-0026,481882.768,4448994.506,-69.253381268,-50.1110220098,102.476,97.4805405026
080323T1T2b-0027,481882.035,4448991.542,-69.2533916601,-50.111048645,102.408,97.4409877158
080323T1T2b-0028,481881.314,4448988.896,-69.2534018692,-50.1110724206,102.348,97.3568321469
080323T1T2b-0029,481880.652,4448986.066,-69.2534112619,-50.1110978528,102.256,97.1708804192
080323T1T2b-0030,481880.049,4448983.430,-69.2534198203,-50.1111215421,102.258,96.8654452141
080323T1T2b-0031,481879.349,4448980.880,-69.2534297312,-50.1111444549,102.038,96.45284321
080323T1T2b-0032,481878.782,4448978.310,-69.253437783,-50.1111675516,101.911,95.9484031176
080323T1T2b-0033,481878.261,4448976.052,-69.2534451767,-50.1111878437,101.656,95.4323561842
080323T1T2b-0034,481877.657,4448974.297,-69.2534537073,-50.1112036093,101.447,94.9740876514
080323T1T2b-0035,481877.262,4448972.379,-69.2534593226,-50.1112208474,101.076,94.4656948031
080323T1T2b-0036,481876.771,4448970.289,-69.2534662887,-50.1112396294,100.574,93.8623690902
080323T1T2b-0037,481876.563,4448968.292,-69.2534692925,-50.1112575837,100.123,93.2595360651
080323T1T2b-0038,481876.144,4448966.571,-69.2534752342,-50.1112730492,99.574,92.6863570327
080323T1T2b-0039,481875.730,4448964.959,-69.2534811007,-50.1112875345,98.994,92.1281548404
080323T1T2b-0040,481875.158,4448963.510,-69.2534891693,-50.1113005491,98.419,91.5965163905
080323T1T2b-0041,481874.892,4448962.647,-69.2534929304,-50.1113083026,98.070,91.2833674261
080323T1T2b-0042,481874.641,4448961.104,-69.2534965141,-50.1113221724,97.564,90.7409250389
080323T1T2b-0043,481874.363,4448959.451,-69.2535004806,-50.1113370306,96.959,90.1587766281
080323T1T2b-0044,481874.133,4448957.614,-69.2535037845,-50.1113535452,96.316,89.5125679408
080323T1T2b-0045,481873.461,4448956.032,-69.2535132579,-50.1113677528,95.672,88.8991735021
080323T1T2b-0046,481873.089,4448954.373,-69.2535185393,-50.1113826622,95.009,88.2773817111
080323T1T2b-0047,481872.817,4448952.738,-69.253522421,-50.1113973587,94.422,87.6627606588
080323T1T2b-0048,481872.379,4448951.146,-69.2535286223,-50.1114116635,93.721,87.033577822
080323T1T2b-0049,481871.908,4448949.353,-69.2535352947,-50.111427775,92.921,86.3115966603
080323T1T2b-0050,481871.575,4448947.746,-69.2535400282,-50.1114422178,92.264,85.6610671975
080323T1T2b-0051,481871.043,4448946.187,-69.2535475426,-50.1114562229,91.744,84.9875080185
080323T1T2b-0052,481870.834,4448944.548,-69.2535505434,-50.1114709573,90.884,84.3036286131
080323T1T2b-0053,481870.516,4448943.046,-69.2535550622,-50.1114844563,90.344,83.6474970405
080323T1T2b-0054,481870.151,4448941.538,-69.2535602386,-50.1114980078,89.760,82.9748730285
080323T1T2b-0055,481869.583,4448940.272,-69.2535682425,-50.1115093766,89.258,82.3718586152
080323T1T2b-0056,481869.316,4448938.540,-69.253572059,-50.1115249457,88.593,81.6193139832
080323T1T2b-0057,481868.972,4448937.141,-69.2535769365,-50.1115375175,87.895,81.0003350073
080323T1T2b-0058,481868.416,4448935.458,-69.2535847924,-50.1115526371,87.283,80.2498168866
080323T1T2b-0059,481868.079,4448933.956,-69.2535895769,-50.1115661354,86.727,79.6128659488
080323T1T2b-0060,481867.836,4448932.654,-69.2535930373,-50.1115778379,86.255,79.0683371687
080323T1T2b-0061,481867.373,4448931.320,-69.253599576,-50.1115898215,85.724,78.4852052706
080323T1T2b-0062,481867.068,4448929.762,-69.2536039157,-50.1116038245,85.121,77.8408228752
080323T1T2b-0063,481866.851,4448927.983,-69.2536070351,-50.1116198178,84.530,77.1326231238
080323T1T2b-0064,481866.435,4448926.729,-69.2536129127,-50.1116310833,83.674,76.6103715572
080323T1T2b-0065,481865.876,4448924.923,-69.2536208164,-50.1116473091,83.140,75.8821543446
080323T1T2b-0066,481865.520,4448923.645,-69.2536258561,-50.1116587923,82.624,75.3874223799
080323T1T2b-0067,481865.362,4448921.864,-69.2536281504,-50.1116748054,81.970,74.7630281506
080323T1T2b-0068,481864.955,4448920.284,-69.2536339176,-50.1116890031,81.401,74.2118181458
080323T1T2b-0069,481864.715,4448918.695,-69.2536373497,-50.1117032869,80.783,73.700579266
080323T1T2b-0070,481864.217,4448917.277,-69.2536443819,-50.1117160249,80.154,73.2292575536
080323T1T2b-0071,481863.732,4448915.843,-69.2536512331,-50.1117289072,79.537,72.7624477187
080323T1T2b-0072,481863.503,4448914.113,-69.253654518,-50.1117444595,79.032,72.2352365526
080323T1T2b-0073,481862.911,4448912.128,-69.2536628919,-50.111762294,78.158,71.5832778931
080323T1T2b-0074,481862.575,4448910.433,-69.2536676716,-50.1117775283,77.437,71.0190162853
080323T1T2b-0075,481863.067,4448909.210,-69.2536608488,-50.1117885427,77.064,70.6748925402
080323T1T2b-0076,481862.463,4448907.982,-69.2536693545,-50.1117995686,76.614,70.212678325
080323T1T2b-0077,481861.911,4448907.123,-69.2536771154,-50.1118072774,76.165,69.8706669542
080323T1T2b-0078,481861.687,4448905.798,-69.2536803112,-50.1118191873,75.535,69.4057215014
080323T1T2b-0079,481861.294,4448905.056,-69.2536858428,-50.1118258487,75.082,69.1112491619
080323T1T2b-0080,481861.097,4448903.678,-69.2536886635,-50.1118382362,74.708,68.6206098844
080323T1T2b-0081,481860.729,4448902.530,-69.2536938648,-50.1118485498,74.164,68.180943756
080323T1T2b-0082,481860.603,4448901.987,-69.2536956528,-50.1118534296,74.092,67.9769582704
080323T1T2b-0083,481860.644,4448901.500,-69.2536951025,-50.1118578108,73.742,67.8128298581
080323T1T2b-0084,481860.096,4448900.494,-69.2537028145,-50.1118668418,73.452,67.3886995821
080323T1T2b-0085,481859.868,4448899.414,-69.2537060546,-50.1118765481,72.941,66.9760212828
080323T1T2b-0086,481859.655,4448898.335,-69.2537090848,-50.1118862459,72.487,66.5619860821
080323T1T2b-0087,481859.232,4448897.251,-69.2537150523,-50.1118959823,72.030,66.1117537344
080323T1T2b-0088,481858.860,4448896.339,-69.2537202984,-50.1119041732,71.708,65.7229420091
080323T1T2b-0089,481858.462,4448895.313,-69.2537259134,-50.1119133887,71.211,65.2828396108
080323T1T2b-0090,481858.561,4448894.802,-69.2537245531,-50.1119179875,71.138,65.1020747231
